Unnamed: 0,school,classname,subject,CorrectAnswers,TotalAnswers,CorrectAdaptive,TotalAdaptiveAnswers,TotalAdaptiveExercises,TotalExercises,periode.van,periode.tot,lln.ID.school,van.tot
0,148,1996922,Automatiseren (extra),21.0,25.0,0.0,0.0,0.0,21.0,aug 2014,jan 2015,3566797,aug2014|jan2015
1,148,1996922,Rekenen,295.0,492.0,64.0,77.0,65.0,340.0,aug 2014,jan 2015,3566797,aug2014|jan2015
2,148,1996922,Spelling,296.0,341.0,36.0,47.0,39.0,307.0,aug 2014,jan 2015,3566797,aug2014|jan2015
3,148,1996922,Taal,197.0,334.0,58.0,70.0,59.0,205.0,aug 2014,jan 2015,3566797,aug2014|jan2015
4,148,1996922,Woordenschat (extra),30.0,48.0,15.0,19.0,15.0,30.0,aug 2014,jan 2015,3566797,aug2014|jan2015
5,148,1996922,Automatiseren (extra),92.0,97.0,0.0,0.0,0.0,92.0,aug 2014,jan 2015,3295555,aug2014|jan2015
6,148,1996922,Rekenen,368.0,422.0,84.0,103.0,87.0,372.0,aug 2014,jan 2015,3295555,aug2014|jan2015
7,148,1996922,Spelling,632.0,710.0,55.0,82.0,58.0,641.0,aug 2014,jan 2015,3295555,aug2014|jan2015
8,148,1996922,Taal,312.0,419.0,95.0,141.0,105.0,323.0,aug 2014,jan 2015,3295555,aug2014|jan2015
9,148,1996922,Woordenschat (extra),62.0,72.0,15.0,19.0,18.0,65.0,aug 2014,jan 2015,3295555,aug2014|jan2015
10,148,7615488,Automatiseren (extra),112.0,127.0,0.0,0.0,0.0,112.0,aug 2014,jan 2015,2453846,aug2014|jan2015
11,148,7615488,Rekenen,1140.0,1568.0,114.0,192.0,121.0,1191.0,aug 2014,jan 2015,2453846,aug2014|jan2015
12,148,7615488,Spelling,1582.0,1886.0,109.0,173.0,125.0,1287.0,aug 2014,jan 2015,2453846,aug2014|jan2015
13,148,7615488,Taal,1327.0,1686.0,151.0,223.0,163.0,1349.0,aug 2014,jan 2015,2453846,aug2014|jan2015
14,148,7615488,Woordenschat (extra),38.0,59.0,0.0,0.0,0.0,39.0,aug 2014,jan 2015,2453846,aug2014|jan2015
15,148,7615488,Automatiseren (extra),91.0,107.0,10.0,14.0,11.0,92.0,aug 2014,jan 2015,7706368,aug2014|jan2015
16,148,7615488,Rekenen,809.0,1381.0,166.0,276.0,192.0,922.0,aug 2014,jan 2015,7706368,aug2014|jan2015
17,148,7615488,Spelling,867.0,1131.0,91.0,144.0,105.0,822.0,aug 2014,jan 2015,7706368,aug2014|jan2015
18,148,7615488,Taal,1504.0,1908.0,300.0,456.0,340.0,1557.0,aug 2014,jan 2015,7706368,aug2014|jan2015
19,148,7615488,Woordenschat (extra),22.0,25.0,0.0,0.0,0.0,22.0,aug 2014,jan 2015,7706368,aug2014|jan2015
20,148,7615488,Automatiseren (extra),123.0,149.0,0.0,0.0,0.0,125.0,aug 2014,jan 2015,4028625,aug2014|jan2015
21,148,7615488,Rekenen,1093.0,1562.0,76.0,160.0,91.0,1139.0,aug 2014,jan 2015,4028625,aug2014|jan2015
22,148,7615488,Spelling,1991.0,2563.0,41.0,68.0,51.0,1606.0,aug 2014,jan 2015,4028625,aug2014|jan2015
23,148,7615488,Taal,1123.0,1618.0,194.0,369.0,209.0,1136.0,aug 2014,jan 2015,4028625,aug2014|jan2015
24,148,7615488,Woordenschat (extra),43.0,62.0,0.0,0.0,0.0,43.0,aug 2014,jan 2015,4028625,aug2014|jan2015
25,148,7615488,Automatiseren (extra),302.0,314.0,6.0,7.0,6.0,302.0,aug 2014,jan 2015,1352736,aug2014|jan2015
26,148,7615488,Rekenen,1911.0,2433.0,627.0,906.0,640.0,1942.0,aug 2014,jan 2015,1352736,aug2014|jan2015
27,148,7615488,Spelling,2011.0,2365.0,209.0,315.0,222.0,1634.0,aug 2014,jan 2015,1352736,aug2014|jan2015
28,148,7615488,Taal,1920.0,2284.0,480.0,668.0,509.0,1932.0,aug 2014,jan 2015,1352736,aug2014|jan2015
29,148,7615488,Woordenschat (extra),207.0,233.0,1.0,3.0,2.0,208.0,aug 2014,jan 2015,1352736,aug2014|jan2015
30,148,7615488,Automatiseren (extra),106.0,123.0,0.0,0.0,0.0,107.0,aug 2014,jan 2015,3003127,aug2014|jan2015
31,148,7615488,Rekenen,1328.0,1947.0,203.0,336.0,253.0,1419.0,aug 2014,jan 2015,3003127,aug2014|jan2015
32,148,7615488,Spelling,2171.0,2497.0,211.0,327.0,239.0,1817.0,aug 2014,jan 2015,3003127,aug2014|jan2015
33,148,7615488,Taal,1610.0,2070.0,188.0,316.0,212.0,1631.0,aug 2014,jan 2015,3003127,aug2014|jan2015
34,148,7615488,Woordenschat (extra),71.0,94.0,0.0,0.0,0.0,72.0,aug 2014,jan 2015,3003127,aug2014|jan2015
35,148,7615488,Automatiseren (extra),57.0,63.0,4.0,8.0,4.0,57.0,aug 2014,jan 2015,5750595,aug2014|jan2015
36,148,7615488,Rekenen,909.0,1308.0,136.0,223.0,161.0,983.0,aug 2014,jan 2015,5750595,aug2014|jan2015
37,148,7615488,Spelling,474.0,634.0,67.0,109.0,80.0,467.0,aug 2014,jan 2015,5750595,aug2014|jan2015
38,148,7615488,Taal,1049.0,1565.0,183.0,343.0,212.0,1090.0,aug 2014,jan 2015,5750595,aug2014|jan2015
39,148,7615488,Woordenschat (extra),14.0,22.0,0.0,0.0,0.0,15.0,aug 2014,jan 2015,5750595,aug2014|jan2015
40,148,7615488,Automatiseren (extra),99.0,107.0,0.0,0.0,0.0,99.0,aug 2014,jan 2015,2322846,aug2014|jan2015
41,148,7615488,Rekenen,1230.0,1731.0,154.0,271.0,196.0,1332.0,aug 2014,jan 2015,2322846,aug2014|jan2015
42,148,7615488,Spelling,1465.0,1937.0,128.0,215.0,159.0,1307.0,aug 2014,jan 2015,2322846,aug2014|jan2015
43,148,7615488,Taal,1422.0,1850.0,127.0,206.0,149.0,1458.0,aug 2014,jan 2015,2322846,aug2014|jan2015
44,148,7615488,Woordenschat (extra),22.0,34.0,0.0,0.0,0.0,22.0,aug 2014,jan 2015,2322846,aug2014|jan2015
45,148,5656781,Automatiseren (extra),2351.0,2486.0,348.0,406.0,381.0,2238.0,aug 2014,jan 2015,7089542,aug2014|jan2015
46,148,5656781,Rekenen,3781.0,4570.0,987.0,1537.0,1294.0,4068.0,aug 2014,jan 2015,7089542,aug2014|jan2015
47,148,5656781,Spelling,3771.0,4284.0,347.0,491.0,433.0,3854.0,aug 2014,jan 2015,7089542,aug2014|jan2015
48,148,5656781,Taal,1862.0,2490.0,728.0,1063.0,858.0,1941.0,aug 2014,jan 2015,7089542,aug2014|jan2015
49,148,5656781,Woordenschat (extra),424.0,549.0,240.0,350.0,289.0,448.0,aug 2014,jan 2015,7089542,aug2014|jan2015
50,148,5656781,Automatiseren (extra),116.0,135.0,8.0,8.0,8.0,117.0,aug 2014,jan 2015,9627315,aug2014|jan2015
51,148,5656781,Rekenen,1647.0,2373.0,386.0,566.0,430.0,1759.0,aug 2014,jan 2015,9627315,aug2014|jan2015
52,148,5656781,Spelling,1264.0,1543.0,227.0,323.0,260.0,1307.0,aug 2014,jan 2015,9627315,aug2014|jan2015
53,148,5656781,Taal,826.0,1209.0,164.0,245.0,182.0,842.0,aug 2014,jan 2015,9627315,aug2014|jan2015
54,148,5656781,Woordenschat (extra),101.0,118.0,12.0,21.0,16.0,105.0,aug 2014,jan 2015,9627315,aug2014|jan2015
55,148,5656781,Automatiseren (extra),244.0,252.0,4.0,7.0,5.0,245.0,aug 2014,jan 2015,3237494,aug2014|jan2015
56,148,5656781,Rekenen,1639.0,1903.0,469.0,613.0,487.0,1665.0,aug 2014,jan 2015,3237494,aug2014|jan2015
57,148,5656781,Spelling,1407.0,1591.0,307.0,412.0,314.0,1424.0,aug 2014,jan 2015,3237494,aug2014|jan2015
58,148,5656781,Taal,899.0,1098.0,176.0,244.0,181.0,898.0,aug 2014,jan 2015,3237494,aug2014|jan2015
59,148,5656781,Woordenschat (extra),103.0,113.0,16.0,23.0,16.0,103.0,aug 2014,jan 2015,3237494,aug2014|jan2015
60,148,5656781,Automatiseren (extra),360.0,410.0,9.0,13.0,9.0,360.0,aug 2014,jan 2015,7058931,aug2014|jan2015
61,148,5656781,Rekenen,2473.0,3436.0,664.0,942.0,715.0,2599.0,aug 2014,jan 2015,7058931,aug2014|jan2015
62,148,5656781,Spelling,963.0,1145.0,228.0,300.0,238.0,986.0,aug 2014,jan 2015,7058931,aug2014|jan2015
63,148,5656781,Taal,669.0,1093.0,119.0,185.0,121.0,673.0,aug 2014,jan 2015,7058931,aug2014|jan2015
64,148,5656781,Woordenschat (extra),50.0,84.0,0.0,0.0,0.0,50.0,aug 2014,jan 2015,7058931,aug2014|jan2015
65,148,6167480,Automatiseren (extra),24.0,25.0,0.0,0.0,0.0,24.0,aug 2014,jan 2015,4584470,aug2014|jan2015
66,148,6167480,Rekenen,282.0,493.0,12.0,18.0,13.0,317.0,aug 2014,jan 2015,4584470,aug2014|jan2015
67,148,6167480,Spelling,447.0,652.0,5.0,8.0,8.0,440.0,aug 2014,jan 2015,4584470,aug2014|jan2015
68,148,6167480,Taal,355.0,687.0,10.0,21.0,12.0,369.0,aug 2014,jan 2015,4584470,aug2014|jan2015
69,148,6167480,Woordenschat (extra),37.0,98.0,0.0,0.0,0.0,38.0,aug 2014,jan 2015,4584470,aug2014|jan2015
70,148,6550606,Automatiseren (extra),181.0,207.0,21.0,30.0,21.0,181.0,aug 2014,jan 2015,1072978,aug2014|jan2015
71,148,6550606,Rekenen,1862.0,2366.0,595.0,854.0,605.0,1882.0,aug 2014,jan 2015,1072978,aug2014|jan2015
72,148,6550606,Spelling,2196.0,2509.0,230.0,324.0,231.0,1794.0,aug 2014,jan 2015,1072978,aug2014|jan2015
73,148,6550606,Taal,2064.0,2433.0,581.0,792.0,591.0,2067.0,aug 2014,jan 2015,1072978,aug2014|jan2015
74,148,6550606,Woordenschat (extra),71.0,86.0,0.0,0.0,0.0,72.0,aug 2014,jan 2015,1072978,aug2014|jan2015
75,148,6550606,Automatiseren (extra),106.0,118.0,0.0,0.0,0.0,107.0,aug 2014,jan 2015,8067937,aug2014|jan2015
76,148,6550606,Rekenen,970.0,1242.0,122.0,182.0,128.0,994.0,aug 2014,jan 2015,8067937,aug2014|jan2015
77,148,6550606,Spelling,1218.0,1490.0,130.0,206.0,134.0,1034.0,aug 2014,jan 2015,8067937,aug2014|jan2015
78,148,6550606,Taal,1204.0,1483.0,196.0,271.0,201.0,1213.0,aug 2014,jan 2015,8067937,aug2014|jan2015
79,148,6550606,Woordenschat (extra),57.0,88.0,0.0,0.0,0.0,58.0,aug 2014,jan 2015,8067937,aug2014|jan2015
80,148,7361412,Automatiseren (extra),285.0,468.0,0.0,0.0,0.0,224.0,aug 2014,jan 2015,9320504,aug2014|jan2015
81,148,7361412,Rekenen,775.0,1542.0,370.0,546.0,401.0,874.0,aug 2014,jan 2015,9320504,aug2014|jan2015
82,148,7361412,Spelling,4046.0,5419.0,893.0,1273.0,965.0,4125.0,aug 2014,jan 2015,9320504,aug2014|jan2015
83,148,7361412,Taal,1150.0,2393.0,298.0,469.0,324.0,1182.0,aug 2014,jan 2015,9320504,aug2014|jan2015
84,148,7361412,Woordenschat (extra),208.0,381.0,53.0,73.0,56.0,211.0,aug 2014,jan 2015,9320504,aug2014|jan2015
85,148,5445944,Automatiseren (extra),101.0,109.0,0.0,0.0,0.0,101.0,aug 2014,jan 2015,4424903,aug2014|jan2015
86,148,5445944,Rekenen,1130.0,1630.0,157.0,265.0,202.0,1248.0,aug 2014,jan 2015,4424903,aug2014|jan2015
87,148,5445944,Spelling,1605.0,1949.0,122.0,194.0,148.0,1265.0,aug 2014,jan 2015,4424903,aug2014|jan2015
88,148,5445944,Taal,1535.0,2140.0,258.0,401.0,303.0,1599.0,aug 2014,jan 2015,4424903,aug2014|jan2015
89,148,5445944,Woordenschat (extra),30.0,52.0,0.0,0.0,0.0,30.0,aug 2014,jan 2015,4424903,aug2014|jan2015
90,148,5445944,Automatiseren (extra),198.0,239.0,20.0,39.0,32.0,213.0,aug 2014,jan 2015,6007740,aug2014|jan2015
91,148,5445944,Rekenen,1701.0,2791.0,606.0,1055.0,789.0,1916.0,aug 2014,jan 2015,6007740,aug2014|jan2015
92,148,5445944,Spelling,3574.0,4590.0,499.0,809.0,618.0,2679.0,aug 2014,jan 2015,6007740,aug2014|jan2015
93,148,5445944,Taal,1698.0,2569.0,586.0,986.0,705.0,1779.0,aug 2014,jan 2015,6007740,aug2014|jan2015
94,148,5445944,Woordenschat (extra),131.0,268.0,77.0,153.0,111.0,167.0,aug 2014,jan 2015,6007740,aug2014|jan2015
95,148,5445944,Automatiseren (extra),70.0,74.0,0.0,0.0,0.0,70.0,aug 2014,jan 2015,4220392,aug2014|jan2015
96,148,5445944,Rekenen,1234.0,1538.0,178.0,325.0,192.0,1269.0,aug 2014,jan 2015,4220392,aug2014|jan2015
97,148,5445944,Spelling,1184.0,1418.0,104.0,154.0,114.0,1082.0,aug 2014,jan 2015,4220392,aug2014|jan2015
98,148,5445944,Taal,1340.0,1526.0,102.0,166.0,108.0,1345.0,aug 2014,jan 2015,4220392,aug2014|jan2015
99,148,5445944,Woordenschat (extra),19.0,21.0,0.0,0.0,0.0,20.0,aug 2014,jan 2015,4220392,aug2014|jan2015
100,148,5445944,Automatiseren (extra),110.0,110.0,0.0,0.0,0.0,110.0,aug 2014,jan 2015,8348682,aug2014|jan2015
101,148,5445944,Rekenen,1278.0,1554.0,190.0,307.0,199.0,1288.0,aug 2014,jan 2015,8348682,aug2014|jan2015
102,148,5445944,Spelling,3140.0,3322.0,65.0,91.0,66.0,2137.0,aug 2014,jan 2015,8348682,aug2014|jan2015
103,148,5445944,Taal,1102.0,1305.0,189.0,288.0,205.0,1113.0,aug 2014,jan 2015,8348682,aug2014|jan2015
104,148,5445944,Woordenschat (extra),51.0,56.0,0.0,0.0,0.0,51.0,aug 2014,jan 2015,8348682,aug2014|jan2015
105,148,5445944,Automatiseren (extra),91.0,96.0,0.0,0.0,0.0,91.0,aug 2014,jan 2015,3896116,aug2014|jan2015
106,148,5445944,Rekenen,1044.0,1355.0,71.0,117.0,77.0,1063.0,aug 2014,jan 2015,3896116,aug2014|jan2015
107,148,5445944,Spelling,2423.0,2823.0,28.0,39.0,30.0,1844.0,aug 2014,jan 2015,3896116,aug2014|jan2015
108,148,5445944,Taal,1114.0,1351.0,67.0,117.0,72.0,1117.0,aug 2014,jan 2015,3896116,aug2014|jan2015
109,148,5445944,Woordenschat (extra),46.0,55.0,0.0,0.0,0.0,47.0,aug 2014,jan 2015,3896116,aug2014|jan2015
110,148,5445944,Automatiseren (extra),120.0,158.0,16.0,20.0,18.0,129.0,aug 2014,jan 2015,9774873,aug2014|jan2015
111,148,5445944,Rekenen,1204.0,2294.0,343.0,509.0,373.0,1431.0,aug 2014,jan 2015,9774873,aug2014|jan2015
112,148,5445944,Spelling,1964.0,2606.0,282.0,412.0,330.0,1701.0,aug 2014,jan 2015,9774873,aug2014|jan2015
113,148,5445944,Taal,1711.0,2470.0,362.0,520.0,409.0,1787.0,aug 2014,jan 2015,9774873,aug2014|jan2015
114,148,5445944,Woordenschat (extra),50.0,82.0,0.0,0.0,0.0,57.0,aug 2014,jan 2015,9774873,aug2014|jan2015
115,148,5445944,Automatiseren (extra),132.0,150.0,5.0,8.0,5.0,133.0,aug 2014,jan 2015,6825470,aug2014|jan2015
116,148,5445944,Rekenen,1220.0,1738.0,201.0,295.0,203.0,1225.0,aug 2014,jan 2015,6825470,aug2014|jan2015
117,148,5445944,Spelling,3189.0,3762.0,223.0,313.0,236.0,2313.0,aug 2014,jan 2015,6825470,aug2014|jan2015
118,148,5445944,Taal,1517.0,2052.0,487.0,734.0,496.0,1510.0,aug 2014,jan 2015,6825470,aug2014|jan2015
119,148,5445944,Woordenschat (extra),115.0,183.0,3.0,6.0,3.0,116.0,aug 2014,jan 2015,6825470,aug2014|jan2015
120,148,5445944,Automatiseren (extra),102.0,110.0,0.0,0.0,0.0,102.0,aug 2014,jan 2015,4420460,aug2014|jan2015
121,148,5445944,Rekenen,1486.0,1863.0,355.0,556.0,384.0,1531.0,aug 2014,jan 2015,4420460,aug2014|jan2015
122,148,5445944,Spelling,1742.0,2011.0,205.0,295.0,217.0,1453.0,aug 2014,jan 2015,4420460,aug2014|jan2015
123,148,5445944,Taal,1573.0,1839.0,205.0,307.0,219.0,1601.0,aug 2014,jan 2015,4420460,aug2014|jan2015
124,148,5445944,Woordenschat (extra),34.0,48.0,0.0,0.0,0.0,34.0,aug 2014,jan 2015,4420460,aug2014|jan2015
125,148,5445944,Automatiseren (extra),117.0,131.0,2.0,5.0,4.0,120.0,aug 2014,jan 2015,8916588,aug2014|jan2015
126,148,5445944,Rekenen,1536.0,2153.0,282.0,468.0,340.0,1633.0,aug 2014,jan 2015,8916588,aug2014|jan2015
127,148,5445944,Spelling,1937.0,2292.0,189.0,280.0,222.0,1622.0,aug 2014,jan 2015,8916588,aug2014|jan2015
128,148,5445944,Taal,1616.0,2091.0,257.0,450.0,311.0,1669.0,aug 2014,jan 2015,8916588,aug2014|jan2015
129,148,5445944,Woordenschat (extra),58.0,74.0,0.0,0.0,0.0,59.0,aug 2014,jan 2015,8916588,aug2014|jan2015
130,148,5445944,Automatiseren (extra),129.0,133.0,1.0,1.0,1.0,129.0,aug 2014,jan 2015,8972264,aug2014|jan2015
131,148,5445944,Rekenen,1228.0,1500.0,156.0,238.0,168.0,1250.0,aug 2014,jan 2015,8972264,aug2014|jan2015
132,148,5445944,Spelling,3172.0,3480.0,97.0,130.0,106.0,2289.0,aug 2014,jan 2015,8972264,aug2014|jan2015
133,148,5445944,Taal,1145.0,1305.0,107.0,174.0,112.0,1148.0,aug 2014,jan 2015,8972264,aug2014|jan2015
134,148,5445944,Woordenschat (extra),109.0,145.0,4.0,8.0,7.0,112.0,aug 2014,jan 2015,8972264,aug2014|jan2015
135,148,5445944,Automatiseren (extra),51.0,63.0,0.0,0.0,0.0,54.0,aug 2014,jan 2015,6892829,aug2014|jan2015
136,148,5445944,Rekenen,930.0,1667.0,246.0,377.0,272.0,1060.0,aug 2014,jan 2015,6892829,aug2014|jan2015
137,148,5445944,Spelling,488.0,868.0,87.0,141.0,104.0,538.0,aug 2014,jan 2015,6892829,aug2014|jan2015
138,148,5445944,Taal,1183.0,2176.0,175.0,326.0,205.0,1276.0,aug 2014,jan 2015,6892829,aug2014|jan2015
139,148,5445944,Woordenschat (extra),17.0,31.0,0.0,0.0,0.0,18.0,aug 2014,jan 2015,6892829,aug2014|jan2015
140,148,5445944,Automatiseren (extra),88.0,137.0,0.0,0.0,0.0,90.0,aug 2014,jan 2015,9188611,aug2014|jan2015
141,148,5445944,Rekenen,1047.0,1795.0,136.0,242.0,157.0,1160.0,aug 2014,jan 2015,9188611,aug2014|jan2015
142,148,5445944,Spelling,1644.0,2087.0,135.0,221.0,159.0,1386.0,aug 2014,jan 2015,9188611,aug2014|jan2015
143,148,5445944,Taal,1551.0,2518.0,296.0,468.0,332.0,1607.0,aug 2014,jan 2015,9188611,aug2014|jan2015
144,148,5445944,Woordenschat (extra),33.0,69.0,0.0,0.0,0.0,38.0,aug 2014,jan 2015,9188611,aug2014|jan2015
145,148,5445944,Automatiseren (extra),195.0,225.0,10.0,21.0,11.0,202.0,aug 2014,jan 2015,7202877,aug2014|jan2015
146,148,5445944,Rekenen,2030.0,2732.0,768.0,1079.0,832.0,2114.0,aug 2014,jan 2015,7202877,aug2014|jan2015
147,148,5445944,Spelling,2313.0,2645.0,229.0,325.0,247.0,1734.0,aug 2014,jan 2015,7202877,aug2014|jan2015
148,148,5445944,Taal,1861.0,2389.0,445.0,657.0,478.0,1904.0,aug 2014,jan 2015,7202877,aug2014|jan2015
149,148,5445944,Woordenschat (extra),39.0,48.0,0.0,0.0,0.0,39.0,aug 2014,jan 2015,7202877,aug2014|jan2015
150,148,5445944,Automatiseren (extra),43.0,46.0,0.0,0.0,0.0,43.0,aug 2014,jan 2015,7991716,aug2014|jan2015
151,148,5445944,Rekenen,944.0,1247.0,81.0,123.0,83.0,963.0,aug 2014,jan 2015,7991716,aug2014|jan2015
152,148,5445944,Spelling,1906.0,2361.0,29.0,53.0,40.0,1548.0,aug 2014,jan 2015,7991716,aug2014|jan2015
153,148,5445944,Taal,960.0,1223.0,71.0,121.0,72.0,965.0,aug 2014,jan 2015,7991716,aug2014|jan2015
154,148,5445944,Woordenschat (extra),38.0,51.0,0.0,0.0,0.0,38.0,aug 2014,jan 2015,7991716,aug2014|jan2015
155,148,5445944,Automatiseren (extra),110.0,116.0,0.0,0.0,0.0,110.0,aug 2014,jan 2015,7135543,aug2014|jan2015
156,148,5445944,Rekenen,1245.0,1609.0,174.0,264.0,183.0,1270.0,aug 2014,jan 2015,7135543,aug2014|jan2015
157,148,5445944,Spelling,2927.0,3456.0,48.0,66.0,54.0,2120.0,aug 2014,jan 2015,7135543,aug2014|jan2015
158,148,5445944,Taal,1097.0,1341.0,108.0,200.0,122.0,1111.0,aug 2014,jan 2015,7135543,aug2014|jan2015
159,148,5445944,Woordenschat (extra),84.0,112.0,0.0,0.0,0.0,84.0,aug 2014,jan 2015,7135543,aug2014|jan2015
160,148,5445944,Automatiseren (extra),120.0,130.0,0.0,0.0,0.0,120.0,aug 2014,jan 2015,9039281,aug2014|jan2015
161,148,5445944,Rekenen,1775.0,2321.0,435.0,654.0,455.0,1803.0,aug 2014,jan 2015,9039281,aug2014|jan2015
162,148,5445944,Spelling,2124.0,2547.0,144.0,205.0,144.0,1742.0,aug 2014,jan 2015,9039281,aug2014|jan2015
163,148,5445944,Taal,1797.0,2122.0,293.0,417.0,294.0,1774.0,aug 2014,jan 2015,9039281,aug2014|jan2015
164,148,5445944,Woordenschat (extra),62.0,85.0,0.0,0.0,0.0,63.0,aug 2014,jan 2015,9039281,aug2014|jan2015
165,148,5445944,Automatiseren (extra),181.0,209.0,0.0,0.0,0.0,181.0,aug 2014,jan 2015,8069078,aug2014|jan2015
166,148,5445944,Rekenen,1296.0,2019.0,184.0,307.0,224.0,1398.0,aug 2014,jan 2015,8069078,aug2014|jan2015
167,148,5445944,Spelling,1890.0,2307.0,140.0,205.0,161.0,1502.0,aug 2014,jan 2015,8069078,aug2014|jan2015
168,148,5445944,Taal,1639.0,2232.0,273.0,462.0,320.0,1697.0,aug 2014,jan 2015,8069078,aug2014|jan2015
169,148,5445944,Woordenschat (extra),36.0,45.0,0.0,0.0,0.0,36.0,aug 2014,jan 2015,8069078,aug2014|jan2015
170,148,5445944,Automatiseren (extra),115.0,126.0,0.0,0.0,0.0,115.0,aug 2014,jan 2015,5374016,aug2014|jan2015
171,148,5445944,Rekenen,1592.0,2184.0,251.0,420.0,297.0,1665.0,aug 2014,jan 2015,5374016,aug2014|jan2015
172,148,5445944,Spelling,1552.0,2025.0,79.0,130.0,93.0,1310.0,aug 2014,jan 2015,5374016,aug2014|jan2015
173,148,5445944,Taal,1688.0,2429.0,273.0,468.0,310.0,1728.0,aug 2014,jan 2015,5374016,aug2014|jan2015
174,148,5445944,Woordenschat (extra),39.0,66.0,0.0,0.0,0.0,39.0,aug 2014,jan 2015,5374016,aug2014|jan2015
175,148,5445944,Automatiseren (extra),146.0,160.0,0.0,0.0,0.0,146.0,aug 2014,jan 2015,3284507,aug2014|jan2015
176,148,5445944,Rekenen,1482.0,1887.0,345.0,538.0,395.0,1549.0,aug 2014,jan 2015,3284507,aug2014|jan2015
177,148,5445944,Spelling,2079.0,2282.0,235.0,320.0,259.0,1691.0,aug 2014,jan 2015,3284507,aug2014|jan2015
178,148,5445944,Taal,1603.0,1884.0,367.0,550.0,421.0,1642.0,aug 2014,jan 2015,3284507,aug2014|jan2015
179,148,5445944,Woordenschat (extra),22.0,27.0,0.0,0.0,0.0,22.0,aug 2014,jan 2015,3284507,aug2014|jan2015
180,148,5445944,Automatiseren (extra),296.0,319.0,1.0,2.0,1.0,296.0,aug 2014,jan 2015,2365884,aug2014|jan2015
181,148,5445944,Rekenen,1694.0,2167.0,372.0,556.0,379.0,1695.0,aug 2014,jan 2015,2365884,aug2014|jan2015
182,148,5445944,Spelling,1900.0,2181.0,222.0,351.0,228.0,1593.0,aug 2014,jan 2015,2365884,aug2014|jan2015
183,148,5445944,Taal,1791.0,2135.0,394.0,575.0,401.0,1787.0,aug 2014,jan 2015,2365884,aug2014|jan2015
184,148,5445944,Woordenschat (extra),59.0,68.0,0.0,0.0,0.0,59.0,aug 2014,jan 2015,2365884,aug2014|jan2015
185,148,5445944,Automatiseren (extra),85.0,100.0,10.0,18.0,10.0,85.0,aug 2014,jan 2015,4935079,aug2014|jan2015
186,148,5445944,Rekenen,1598.0,2468.0,669.0,1048.0,686.0,1637.0,aug 2014,jan 2015,4935079,aug2014|jan2015
187,148,5445944,Spelling,2216.0,2664.0,122.0,187.0,133.0,1892.0,aug 2014,jan 2015,4935079,aug2014|jan2015
188,148,5445944,Taal,1604.0,2208.0,601.0,938.0,612.0,1587.0,aug 2014,jan 2015,4935079,aug2014|jan2015
189,148,5445944,Woordenschat (extra),123.0,197.0,31.0,47.0,32.0,126.0,aug 2014,jan 2015,4935079,aug2014|jan2015
190,148,5445944,Automatiseren (extra),93.0,105.0,0.0,0.0,0.0,93.0,aug 2014,jan 2015,2773105,aug2014|jan2015
191,148,5445944,Rekenen,1256.0,1793.0,170.0,279.0,211.0,1362.0,aug 2014,jan 2015,2773105,aug2014|jan2015
192,148,5445944,Spelling,1998.0,2389.0,200.0,297.0,248.0,1659.0,aug 2014,jan 2015,2773105,aug2014|jan2015
193,148,5445944,Taal,1669.0,2082.0,242.0,370.0,283.0,1709.0,aug 2014,jan 2015,2773105,aug2014|jan2015
194,148,5445944,Woordenschat (extra),196.0,232.0,0.0,0.0,0.0,196.0,aug 2014,jan 2015,2773105,aug2014|jan2015
195,148,5445944,Automatiseren (extra),285.0,304.0,0.0,0.0,0.0,285.0,aug 2014,jan 2015,3545802,aug2014|jan2015
196,148,5445944,Rekenen,2399.0,3537.0,938.0,1419.0,951.0,2427.0,aug 2014,jan 2015,3545802,aug2014|jan2015
197,148,5445944,Spelling,2702.0,3229.0,350.0,481.0,353.0,2173.0,aug 2014,jan 2015,3545802,aug2014|jan2015
198,148,5445944,Taal,2345.0,3442.0,829.0,1245.0,845.0,2326.0,aug 2014,jan 2015,3545802,aug2014|jan2015
199,148,5445944,Woordenschat (extra),332.0,509.0,0.0,0.0,0.0,332.0,aug 2014,jan 2015,3545802,aug2014|jan2015
200,148,5445944,Automatiseren (extra),150.0,173.0,4.0,5.0,5.0,151.0,aug 2014,jan 2015,7717638,aug2014|jan2015
201,148,5445944,Rekenen,1861.0,2626.0,465.0,724.0,538.0,1962.0,aug 2014,jan 2015,7717638,aug2014|jan2015
202,148,5445944,Spelling,2229.0,3000.0,301.0,436.0,340.0,1826.0,aug 2014,jan 2015,7717638,aug2014|jan2015
203,148,5445944,Taal,1815.0,2414.0,396.0,653.0,467.0,1850.0,aug 2014,jan 2015,7717638,aug2014|jan2015
204,148,5445944,Woordenschat (extra),60.0,84.0,1.0,6.0,3.0,62.0,aug 2014,jan 2015,7717638,aug2014|jan2015
205,148,7073133,Automatiseren (extra),1621.0,1743.0,242.0,300.0,261.0,1013.0,aug 2014,jan 2015,1418426,aug2014|jan2015
206,148,7073133,Rekenen,3067.0,3997.0,809.0,1129.0,972.0,3257.0,aug 2014,jan 2015,1418426,aug2014|jan2015
207,148,7073133,Spelling,4162.0,4902.0,544.0,731.0,682.0,4296.0,aug 2014,jan 2015,1418426,aug2014|jan2015
