Unnamed: 0,school,classname,subject,CorrectAnswers,TotalAnswers,CorrectAdaptive,TotalAdaptiveAnswers,TotalAdaptiveExercises,TotalExercises,periode.van,periode.tot,lln.ID.school,van.tot
32945,148,7073133,Begrijpend Lezen,1.0,2.0,1.0,2.0,1.0,1.0,aug 2016,jan 2017,3478564,aug2016|jan2017
32946,148,7073133,Rekenen,2135.0,2615.0,407.0,450.0,412.0,2158.0,aug 2016,jan 2017,3478564,aug2016|jan2017
32947,148,7073133,Spelling,2552.0,3315.0,8.0,10.0,9.0,2588.0,aug 2016,jan 2017,3478564,aug2016|jan2017
32948,148,7073133,Taal,910.0,1104.0,14.0,16.0,14.0,919.0,aug 2016,jan 2017,3478564,aug2016|jan2017
32949,148,7073133,Technisch Lezen,4.0,4.0,0.0,0.0,0.0,4.0,aug 2016,jan 2017,3478564,aug2016|jan2017
32950,148,7073133,Automatiseren (extra),19.0,36.0,0.0,0.0,0.0,20.0,aug 2016,jan 2017,8404437,aug2016|jan2017
32951,148,7073133,Rekenen,999.0,1427.0,101.0,129.0,106.0,1063.0,aug 2016,jan 2017,8404437,aug2016|jan2017
32952,148,7073133,Spelling,1574.0,2048.0,5.0,6.0,5.0,1636.0,aug 2016,jan 2017,8404437,aug2016|jan2017
32953,148,7073133,Taal,704.0,988.0,5.0,7.0,5.0,730.0,aug 2016,jan 2017,8404437,aug2016|jan2017
32954,148,7073133,Automatiseren (extra),56.0,119.0,1.0,1.0,1.0,57.0,aug 2016,jan 2017,9026812,aug2016|jan2017
32955,148,7073133,Begrijpend Lezen,1.0,1.0,1.0,1.0,1.0,1.0,aug 2016,jan 2017,9026812,aug2016|jan2017
32956,148,7073133,Rekenen,2267.0,2786.0,608.0,700.0,609.0,2268.0,aug 2016,jan 2017,9026812,aug2016|jan2017
32957,148,7073133,Spelling,2779.0,2973.0,70.0,87.0,71.0,2786.0,aug 2016,jan 2017,9026812,aug2016|jan2017
32958,148,7073133,Taal,878.0,970.0,82.0,95.0,82.0,878.0,aug 2016,jan 2017,9026812,aug2016|jan2017
32959,148,7073133,Automatiseren (extra),46.0,52.0,0.0,0.0,0.0,46.0,aug 2016,jan 2017,3595819,aug2016|jan2017
32960,148,7073133,Rekenen,1935.0,2267.0,270.0,327.0,283.0,1966.0,aug 2016,jan 2017,3595819,aug2016|jan2017
32961,148,7073133,Spelling,3006.0,3208.0,226.0,251.0,228.0,3012.0,aug 2016,jan 2017,3595819,aug2016|jan2017
32962,148,7073133,Taal,941.0,1028.0,51.0,68.0,51.0,943.0,aug 2016,jan 2017,3595819,aug2016|jan2017
32963,148,7073133,Automatiseren (extra),46.0,53.0,0.0,0.0,0.0,46.0,aug 2016,jan 2017,5139709,aug2016|jan2017
32964,148,7073133,Rekenen,1872.0,2099.0,203.0,233.0,208.0,1874.0,aug 2016,jan 2017,5139709,aug2016|jan2017
32965,148,7073133,Spelling,3277.0,3539.0,63.0,69.0,64.0,3282.0,aug 2016,jan 2017,5139709,aug2016|jan2017
32966,148,7073133,Taal,965.0,1084.0,29.0,44.0,32.0,968.0,aug 2016,jan 2017,5139709,aug2016|jan2017
32967,148,7073133,Automatiseren (extra),44.0,58.0,0.0,0.0,0.0,44.0,aug 2016,jan 2017,3455653,aug2016|jan2017
32968,148,7073133,Rekenen,2421.0,3700.0,644.0,764.0,678.0,2474.0,aug 2016,jan 2017,3455653,aug2016|jan2017
32969,148,7073133,Spelling,3404.0,4254.0,68.0,96.0,77.0,3445.0,aug 2016,jan 2017,3455653,aug2016|jan2017
32970,148,7073133,Taal,1035.0,1451.0,75.0,92.0,79.0,1049.0,aug 2016,jan 2017,3455653,aug2016|jan2017
32971,148,7073133,Technisch Lezen,1.0,1.0,0.0,0.0,0.0,1.0,aug 2016,jan 2017,3455653,aug2016|jan2017
32972,148,7073133,Automatiseren (extra),48.0,59.0,0.0,0.0,0.0,49.0,aug 2016,jan 2017,2527091,aug2016|jan2017
32973,148,7073133,Begrijpend Lezen,5.0,8.0,5.0,8.0,5.0,5.0,aug 2016,jan 2017,2527091,aug2016|jan2017
32974,148,7073133,Rekenen,2245.0,3595.0,579.0,747.0,629.0,2338.0,aug 2016,jan 2017,2527091,aug2016|jan2017
32975,148,7073133,Spelling,3154.0,3800.0,112.0,127.0,120.0,3188.0,aug 2016,jan 2017,2527091,aug2016|jan2017
32976,148,7073133,Taal,971.0,1314.0,39.0,48.0,43.0,1000.0,aug 2016,jan 2017,2527091,aug2016|jan2017
32977,148,7073133,Automatiseren (extra),36.0,53.0,0.0,0.0,0.0,37.0,aug 2016,jan 2017,7095288,aug2016|jan2017
32978,148,7073133,Rekenen,1739.0,2449.0,233.0,299.0,239.0,1772.0,aug 2016,jan 2017,7095288,aug2016|jan2017
32979,148,7073133,Spelling,2136.0,2728.0,2.0,2.0,2.0,2167.0,aug 2016,jan 2017,7095288,aug2016|jan2017
32980,148,7073133,Taal,903.0,1128.0,18.0,25.0,18.0,912.0,aug 2016,jan 2017,7095288,aug2016|jan2017
32981,148,7073133,Automatiseren (extra),50.0,64.0,8.0,10.0,9.0,52.0,aug 2016,jan 2017,3653447,aug2016|jan2017
32982,148,7073133,Rekenen,1460.0,2597.0,98.0,133.0,115.0,1535.0,aug 2016,jan 2017,3653447,aug2016|jan2017
32983,148,7073133,Spelling,2385.0,2925.0,6.0,7.0,7.0,2416.0,aug 2016,jan 2017,3653447,aug2016|jan2017
32984,148,7073133,Taal,793.0,1118.0,1.0,10.0,8.0,812.0,aug 2016,jan 2017,3653447,aug2016|jan2017
32985,148,7073133,Technisch Lezen,1.0,1.0,0.0,0.0,0.0,1.0,aug 2016,jan 2017,3653447,aug2016|jan2017
32986,148,7073133,Automatiseren (extra),34.0,40.0,0.0,0.0,0.0,34.0,aug 2016,jan 2017,9453922,aug2016|jan2017
32987,148,7073133,Rekenen,1336.0,1767.0,156.0,192.0,158.0,1354.0,aug 2016,jan 2017,9453922,aug2016|jan2017
32988,148,7073133,Spelling,1575.0,1859.0,0.0,0.0,0.0,1592.0,aug 2016,jan 2017,9453922,aug2016|jan2017
32989,148,7073133,Taal,778.0,894.0,2.0,2.0,2.0,784.0,aug 2016,jan 2017,9453922,aug2016|jan2017
32990,148,7073133,Automatiseren (extra),33.0,40.0,0.0,0.0,0.0,33.0,aug 2016,jan 2017,5709652,aug2016|jan2017
32991,148,7073133,Rekenen,1007.0,1469.0,146.0,184.0,155.0,1073.0,aug 2016,jan 2017,5709652,aug2016|jan2017
32992,148,7073133,Spelling,843.0,1091.0,0.0,0.0,0.0,892.0,aug 2016,jan 2017,5709652,aug2016|jan2017
32993,148,7073133,Taal,818.0,1039.0,26.0,35.0,27.0,822.0,aug 2016,jan 2017,5709652,aug2016|jan2017
32994,148,7073133,Automatiseren (extra),51.0,68.0,0.0,0.0,0.0,51.0,aug 2016,jan 2017,5815029,aug2016|jan2017
32995,148,7073133,Rekenen,2157.0,2773.0,377.0,465.0,394.0,2184.0,aug 2016,jan 2017,5815029,aug2016|jan2017
32996,148,7073133,Spelling,2991.0,3888.0,17.0,21.0,17.0,3026.0,aug 2016,jan 2017,5815029,aug2016|jan2017
32997,148,7073133,Taal,1007.0,1330.0,69.0,82.0,70.0,1026.0,aug 2016,jan 2017,5815029,aug2016|jan2017
32998,148,7073133,Automatiseren (extra),48.0,59.0,0.0,0.0,0.0,48.0,aug 2016,jan 2017,6002379,aug2016|jan2017
32999,148,7073133,Rekenen,1950.0,2884.0,350.0,440.0,366.0,2015.0,aug 2016,jan 2017,6002379,aug2016|jan2017
33000,148,7073133,Spelling,2186.0,2839.0,6.0,15.0,6.0,2235.0,aug 2016,jan 2017,6002379,aug2016|jan2017
33001,148,7073133,Taal,815.0,1105.0,9.0,13.0,9.0,845.0,aug 2016,jan 2017,6002379,aug2016|jan2017
33002,148,7073133,Automatiseren (extra),84.0,109.0,31.0,31.0,31.0,84.0,aug 2016,jan 2017,1676493,aug2016|jan2017
33003,148,7073133,Rekenen,2425.0,3522.0,572.0,715.0,575.0,2422.0,aug 2016,jan 2017,1676493,aug2016|jan2017
33004,148,7073133,Spelling,3640.0,4046.0,93.0,113.0,93.0,3645.0,aug 2016,jan 2017,1676493,aug2016|jan2017
33005,148,7073133,Taal,1078.0,1206.0,66.0,74.0,67.0,1079.0,aug 2016,jan 2017,1676493,aug2016|jan2017
33006,148,7073133,Automatiseren (extra),59.0,73.0,13.0,20.0,15.0,61.0,aug 2016,jan 2017,4527373,aug2016|jan2017
33007,148,7073133,Rekenen,2258.0,2761.0,608.0,719.0,644.0,2321.0,aug 2016,jan 2017,4527373,aug2016|jan2017
33008,148,7073133,Spelling,2461.0,2959.0,6.0,7.0,6.0,2488.0,aug 2016,jan 2017,4527373,aug2016|jan2017
33009,148,7073133,Taal,852.0,1026.0,44.0,58.0,47.0,856.0,aug 2016,jan 2017,4527373,aug2016|jan2017
33010,148,7073133,Woordenschat (extra),83.0,91.0,83.0,91.0,84.0,84.0,aug 2016,jan 2017,4527373,aug2016|jan2017
33011,148,7073133,Automatiseren (extra),24.0,34.0,0.0,0.0,0.0,25.0,aug 2016,jan 2017,2225187,aug2016|jan2017
33012,148,7073133,Rekenen,1446.0,2107.0,194.0,259.0,207.0,1512.0,aug 2016,jan 2017,2225187,aug2016|jan2017
33013,148,7073133,Spelling,2386.0,3097.0,3.0,9.0,4.0,2410.0,aug 2016,jan 2017,2225187,aug2016|jan2017
33014,148,7073133,Taal,857.0,1174.0,39.0,43.0,40.0,882.0,aug 2016,jan 2017,2225187,aug2016|jan2017
33015,148,7073133,Automatiseren (extra),43.0,55.0,0.0,0.0,0.0,44.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33016,148,7073133,Rekenen,1625.0,2403.0,147.0,196.0,155.0,1698.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33017,148,7073133,Spelling,2073.0,2732.0,1.0,1.0,1.0,2142.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33018,148,7073133,Taal,969.0,1208.0,46.0,51.0,46.0,992.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33019,148,7073133,Technisch Lezen,2.0,2.0,0.0,0.0,0.0,2.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33020,148,7073133,Woordenschat (extra),16.0,17.0,0.0,0.0,0.0,16.0,aug 2016,jan 2017,4785142,aug2016|jan2017
33021,148,7073133,Automatiseren (extra),55.0,58.0,0.0,0.0,0.0,56.0,aug 2016,jan 2017,2373099,aug2016|jan2017
33022,148,7073133,Rekenen,2198.0,2672.0,308.0,361.0,314.0,2209.0,aug 2016,jan 2017,2373099,aug2016|jan2017
33023,148,7073133,Spelling,2930.0,3272.0,90.0,118.0,90.0,2944.0,aug 2016,jan 2017,2373099,aug2016|jan2017
33024,148,7073133,Taal,934.0,1113.0,17.0,20.0,17.0,939.0,aug 2016,jan 2017,2373099,aug2016|jan2017
33025,148,7073133,Woordenschat (extra),6.0,8.0,0.0,0.0,0.0,6.0,aug 2016,jan 2017,2373099,aug2016|jan2017
33026,148,3023549,Rekenen,701.0,875.0,64.0,75.0,64.0,716.0,aug 2016,jan 2017,8980480,aug2016|jan2017
33027,148,3023549,Spelling,1047.0,1261.0,18.0,21.0,19.0,1050.0,aug 2016,jan 2017,8980480,aug2016|jan2017
33028,148,3023549,Studievaardigheden,67.0,78.0,0.0,0.0,0.0,67.0,aug 2016,jan 2017,8980480,aug2016|jan2017
33029,148,3023549,Taal,659.0,739.0,4.0,8.0,5.0,662.0,aug 2016,jan 2017,8980480,aug2016|jan2017
33030,148,3023549,Rekenen,710.0,880.0,60.0,68.0,60.0,727.0,aug 2016,jan 2017,9382830,aug2016|jan2017
33031,148,3023549,Spelling,1053.0,1197.0,24.0,24.0,24.0,1054.0,aug 2016,jan 2017,9382830,aug2016|jan2017
33032,148,3023549,Studievaardigheden,68.0,80.0,0.0,0.0,0.0,68.0,aug 2016,jan 2017,9382830,aug2016|jan2017
33033,148,3023549,Taal,624.0,698.0,15.0,15.0,15.0,629.0,aug 2016,jan 2017,9382830,aug2016|jan2017
33034,148,3023549,Woordenschat (extra),1.0,2.0,1.0,2.0,2.0,2.0,aug 2016,jan 2017,9382830,aug2016|jan2017
33035,148,3023549,Rekenen,375.0,631.0,0.0,0.0,0.0,397.0,aug 2016,jan 2017,5876376,aug2016|jan2017
33036,148,3023549,Spelling,921.0,1137.0,0.0,0.0,0.0,925.0,aug 2016,jan 2017,5876376,aug2016|jan2017
33037,148,3023549,Studievaardigheden,62.0,92.0,0.0,0.0,0.0,64.0,aug 2016,jan 2017,5876376,aug2016|jan2017
33038,148,3023549,Taal,582.0,754.0,0.0,2.0,1.0,598.0,aug 2016,jan 2017,5876376,aug2016|jan2017
33039,148,3023549,Rekenen,261.0,382.0,5.0,7.0,5.0,284.0,aug 2016,jan 2017,3566797,aug2016|jan2017
33040,148,3023549,Spelling,645.0,931.0,14.0,25.0,18.0,663.0,aug 2016,jan 2017,3566797,aug2016|jan2017
33041,148,3023549,Studievaardigheden,29.0,53.0,0.0,0.0,0.0,30.0,aug 2016,jan 2017,3566797,aug2016|jan2017
33042,148,3023549,Taal,325.0,429.0,0.0,0.0,0.0,328.0,aug 2016,jan 2017,3566797,aug2016|jan2017
33043,148,3023549,Rekenen,593.0,700.0,17.0,17.0,17.0,607.0,aug 2016,jan 2017,6196403,aug2016|jan2017
33044,148,3023549,Spelling,948.0,1044.0,8.0,15.0,9.0,952.0,aug 2016,jan 2017,6196403,aug2016|jan2017
33045,148,3023549,Studievaardigheden,60.0,62.0,0.0,0.0,0.0,60.0,aug 2016,jan 2017,6196403,aug2016|jan2017
33046,148,3023549,Taal,635.0,700.0,7.0,9.0,7.0,642.0,aug 2016,jan 2017,6196403,aug2016|jan2017
33047,148,3023549,Rekenen,720.0,931.0,62.0,77.0,64.0,739.0,aug 2016,jan 2017,7527795,aug2016|jan2017
33048,148,3023549,Spelling,830.0,1022.0,8.0,13.0,8.0,832.0,aug 2016,jan 2017,7527795,aug2016|jan2017
33049,148,3023549,Studievaardigheden,66.0,95.0,0.0,0.0,0.0,66.0,aug 2016,jan 2017,7527795,aug2016|jan2017
33050,148,3023549,Taal,687.0,763.0,32.0,43.0,33.0,690.0,aug 2016,jan 2017,7527795,aug2016|jan2017
33051,148,3023549,Rekenen,521.0,758.0,36.0,42.0,39.0,570.0,aug 2016,jan 2017,9216996,aug2016|jan2017
33052,148,3023549,Spelling,808.0,1010.0,0.0,0.0,0.0,816.0,aug 2016,jan 2017,9216996,aug2016|jan2017
33053,148,3023549,Studievaardigheden,62.0,90.0,0.0,0.0,0.0,63.0,aug 2016,jan 2017,9216996,aug2016|jan2017
33054,148,3023549,Taal,592.0,725.0,0.0,0.0,0.0,602.0,aug 2016,jan 2017,9216996,aug2016|jan2017
33055,148,3023549,Automatiseren (extra),12.0,14.0,12.0,14.0,12.0,12.0,aug 2016,jan 2017,9107245,aug2016|jan2017
33056,148,3023549,Rekenen,249.0,389.0,2.0,3.0,2.0,261.0,aug 2016,jan 2017,9107245,aug2016|jan2017
33057,148,3023549,Spelling,538.0,706.0,4.0,4.0,4.0,545.0,aug 2016,jan 2017,9107245,aug2016|jan2017
33058,148,3023549,Studievaardigheden,36.0,84.0,0.0,0.0,0.0,37.0,aug 2016,jan 2017,9107245,aug2016|jan2017
33059,148,3023549,Taal,407.0,674.0,6.0,8.0,7.0,433.0,aug 2016,jan 2017,9107245,aug2016|jan2017
33060,148,3023549,Automatiseren (extra),7.0,7.0,0.0,0.0,0.0,7.0,aug 2016,jan 2017,9087733,aug2016|jan2017
33061,148,3023549,Rekenen,473.0,678.0,0.0,0.0,0.0,489.0,aug 2016,jan 2017,9087733,aug2016|jan2017
33062,148,3023549,Spelling,760.0,979.0,14.0,23.0,17.0,767.0,aug 2016,jan 2017,9087733,aug2016|jan2017
33063,148,3023549,Studievaardigheden,35.0,56.0,0.0,0.0,0.0,35.0,aug 2016,jan 2017,9087733,aug2016|jan2017
33064,148,3023549,Taal,558.0,759.0,24.0,32.0,25.0,563.0,aug 2016,jan 2017,9087733,aug2016|jan2017
33065,148,3023549,Rekenen,600.0,720.0,62.0,85.0,74.0,631.0,aug 2016,jan 2017,5406435,aug2016|jan2017
33066,148,3023549,Spelling,901.0,1077.0,44.0,52.0,49.0,907.0,aug 2016,jan 2017,5406435,aug2016|jan2017
33067,148,3023549,Studievaardigheden,63.0,75.0,0.0,0.0,0.0,63.0,aug 2016,jan 2017,5406435,aug2016|jan2017
33068,148,3023549,Taal,637.0,710.0,12.0,13.0,12.0,648.0,aug 2016,jan 2017,5406435,aug2016|jan2017
33069,148,3023549,Rekenen,335.0,458.0,3.0,3.0,3.0,356.0,aug 2016,jan 2017,9627315,aug2016|jan2017
33070,148,3023549,Spelling,651.0,795.0,4.0,6.0,4.0,656.0,aug 2016,jan 2017,9627315,aug2016|jan2017
33071,148,3023549,Studievaardigheden,36.0,72.0,0.0,0.0,0.0,37.0,aug 2016,jan 2017,9627315,aug2016|jan2017
33072,148,3023549,Taal,397.0,499.0,0.0,0.0,0.0,399.0,aug 2016,jan 2017,9627315,aug2016|jan2017
33073,148,3023549,Rekenen,657.0,791.0,20.0,25.0,23.0,686.0,aug 2016,jan 2017,5994574,aug2016|jan2017
33074,148,3023549,Spelling,955.0,1058.0,31.0,34.0,31.0,956.0,aug 2016,jan 2017,5994574,aug2016|jan2017
33075,148,3023549,Studievaardigheden,65.0,95.0,0.0,0.0,0.0,68.0,aug 2016,jan 2017,5994574,aug2016|jan2017
33076,148,3023549,Taal,631.0,702.0,7.0,7.0,7.0,634.0,aug 2016,jan 2017,5994574,aug2016|jan2017
33077,148,3023549,Rekenen,617.0,860.0,12.0,20.0,13.0,643.0,aug 2016,jan 2017,9320504,aug2016|jan2017
33078,148,3023549,Spelling,1034.0,1322.0,17.0,24.0,18.0,1039.0,aug 2016,jan 2017,9320504,aug2016|jan2017
33079,148,3023549,Studievaardigheden,67.0,93.0,0.0,0.0,0.0,67.0,aug 2016,jan 2017,9320504,aug2016|jan2017
33080,148,3023549,Taal,625.0,811.0,3.0,4.0,4.0,633.0,aug 2016,jan 2017,9320504,aug2016|jan2017
33081,148,3023549,Rekenen,621.0,876.0,44.0,64.0,47.0,655.0,aug 2016,jan 2017,4224330,aug2016|jan2017
33082,148,3023549,Spelling,1189.0,1437.0,129.0,169.0,140.0,1201.0,aug 2016,jan 2017,4224330,aug2016|jan2017
33083,148,3023549,Studievaardigheden,68.0,99.0,0.0,0.0,0.0,69.0,aug 2016,jan 2017,4224330,aug2016|jan2017
33084,148,3023549,Taal,669.0,850.0,82.0,99.0,83.0,679.0,aug 2016,jan 2017,4224330,aug2016|jan2017
33085,148,3023549,Woordenschat (extra),1.0,3.0,1.0,3.0,2.0,2.0,aug 2016,jan 2017,4224330,aug2016|jan2017
33086,148,3023549,Rekenen,606.0,782.0,41.0,57.0,47.0,628.0,aug 2016,jan 2017,9084763,aug2016|jan2017
33087,148,3023549,Spelling,1023.0,1140.0,23.0,42.0,27.0,1029.0,aug 2016,jan 2017,9084763,aug2016|jan2017
33088,148,3023549,Studievaardigheden,67.0,95.0,0.0,0.0,0.0,67.0,aug 2016,jan 2017,9084763,aug2016|jan2017
33089,148,3023549,Taal,614.0,701.0,17.0,17.0,17.0,618.0,aug 2016,jan 2017,9084763,aug2016|jan2017
33090,148,3023549,Rekenen,456.0,640.0,12.0,13.0,12.0,482.0,aug 2016,jan 2017,4769744,aug2016|jan2017
33091,148,3023549,Spelling,984.0,1232.0,4.0,5.0,4.0,991.0,aug 2016,jan 2017,4769744,aug2016|jan2017
33092,148,3023549,Studievaardigheden,49.0,89.0,0.0,0.0,0.0,49.0,aug 2016,jan 2017,4769744,aug2016|jan2017
33093,148,3023549,Taal,622.0,832.0,6.0,8.0,6.0,636.0,aug 2016,jan 2017,4769744,aug2016|jan2017
33094,148,3023549,Rekenen,488.0,669.0,0.0,0.0,0.0,507.0,aug 2016,jan 2017,2662432,aug2016|jan2017
33095,148,3023549,Spelling,771.0,904.0,0.0,0.0,0.0,773.0,aug 2016,jan 2017,2662432,aug2016|jan2017
33096,148,3023549,Studievaardigheden,64.0,94.0,0.0,0.0,0.0,65.0,aug 2016,jan 2017,2662432,aug2016|jan2017
33097,148,3023549,Taal,514.0,620.0,0.0,0.0,0.0,523.0,aug 2016,jan 2017,2662432,aug2016|jan2017
33098,148,3023549,Woordenschat (extra),1.0,3.0,1.0,3.0,1.0,1.0,aug 2016,jan 2017,2662432,aug2016|jan2017
33099,148,3023549,Rekenen,747.0,924.0,171.0,210.0,173.0,776.0,aug 2016,jan 2017,6048033,aug2016|jan2017
33100,148,3023549,Spelling,995.0,1127.0,35.0,43.0,36.0,995.0,aug 2016,jan 2017,6048033,aug2016|jan2017
33101,148,3023549,Studievaardigheden,67.0,86.0,0.0,0.0,0.0,67.0,aug 2016,jan 2017,6048033,aug2016|jan2017
33102,148,3023549,Taal,649.0,736.0,23.0,27.0,23.0,655.0,aug 2016,jan 2017,6048033,aug2016|jan2017
33103,148,3023549,Rekenen,377.0,645.0,27.0,34.0,31.0,404.0,aug 2016,jan 2017,5377516,aug2016|jan2017
33104,148,3023549,Spelling,781.0,1005.0,14.0,25.0,16.0,785.0,aug 2016,jan 2017,5377516,aug2016|jan2017
33105,148,3023549,Studievaardigheden,43.0,58.0,0.0,0.0,0.0,43.0,aug 2016,jan 2017,5377516,aug2016|jan2017
33106,148,3023549,Taal,558.0,757.0,53.0,63.0,53.0,558.0,aug 2016,jan 2017,5377516,aug2016|jan2017
33107,148,3023549,Rekenen,563.0,679.0,3.0,3.0,3.0,577.0,aug 2016,jan 2017,2829341,aug2016|jan2017
33108,148,3023549,Spelling,822.0,947.0,10.0,12.0,10.0,829.0,aug 2016,jan 2017,2829341,aug2016|jan2017
33109,148,3023549,Studievaardigheden,60.0,83.0,0.0,0.0,0.0,60.0,aug 2016,jan 2017,2829341,aug2016|jan2017
33110,148,3023549,Taal,620.0,712.0,6.0,11.0,7.0,622.0,aug 2016,jan 2017,2829341,aug2016|jan2017
33111,148,3023549,Rekenen,448.0,777.0,0.0,0.0,0.0,513.0,aug 2016,jan 2017,2426603,aug2016|jan2017
33112,148,3023549,Spelling,758.0,1064.0,3.0,8.0,5.0,784.0,aug 2016,jan 2017,2426603,aug2016|jan2017
33113,148,3023549,Studievaardigheden,58.0,94.0,0.0,0.0,0.0,61.0,aug 2016,jan 2017,2426603,aug2016|jan2017
33114,148,3023549,Taal,540.0,741.0,1.0,1.0,1.0,559.0,aug 2016,jan 2017,2426603,aug2016|jan2017
33115,148,3023549,Rekenen,613.0,738.0,129.0,147.0,131.0,644.0,aug 2016,jan 2017,5391821,aug2016|jan2017
33116,148,3023549,Spelling,587.0,741.0,0.0,0.0,0.0,608.0,aug 2016,jan 2017,5391821,aug2016|jan2017
33117,148,3023549,Studievaardigheden,56.0,77.0,0.0,0.0,0.0,60.0,aug 2016,jan 2017,5391821,aug2016|jan2017
33118,148,3023549,Taal,567.0,652.0,0.0,0.0,0.0,576.0,aug 2016,jan 2017,5391821,aug2016|jan2017
33119,148,3023549,Rekenen,554.0,618.0,2.0,2.0,2.0,566.0,aug 2016,jan 2017,7669568,aug2016|jan2017
33120,148,3023549,Spelling,841.0,969.0,0.0,0.0,0.0,844.0,aug 2016,jan 2017,7669568,aug2016|jan2017
33121,148,3023549,Studievaardigheden,54.0,76.0,0.0,0.0,0.0,56.0,aug 2016,jan 2017,7669568,aug2016|jan2017
33122,148,3023549,Taal,632.0,721.0,0.0,0.0,0.0,640.0,aug 2016,jan 2017,7669568,aug2016|jan2017
33123,148,3023549,Rekenen,564.0,777.0,8.0,9.0,9.0,586.0,aug 2016,jan 2017,2297097,aug2016|jan2017
33124,148,3023549,Spelling,915.0,1069.0,13.0,27.0,16.0,921.0,aug 2016,jan 2017,2297097,aug2016|jan2017
33125,148,3023549,Studievaardigheden,51.0,70.0,0.0,0.0,0.0,51.0,aug 2016,jan 2017,2297097,aug2016|jan2017
33126,148,3023549,Taal,538.0,618.0,13.0,23.0,14.0,551.0,aug 2016,jan 2017,2297097,aug2016|jan2017
33127,148,3084260,Automatiseren (extra),393.0,526.0,2.0,4.0,3.0,394.0,aug 2016,jan 2017,2445577,aug2016|jan2017
33128,148,3084260,Rekenen,907.0,1282.0,10.0,17.0,12.0,933.0,aug 2016,jan 2017,2445577,aug2016|jan2017
33129,148,3084260,Spelling,3329.0,3980.0,155.0,213.0,164.0,3342.0,aug 2016,jan 2017,2445577,aug2016|jan2017
33130,148,3084260,Studievaardigheden,104.0,151.0,0.0,0.0,0.0,112.0,aug 2016,jan 2017,2445577,aug2016|jan2017
33131,148,3084260,Taal,1347.0,1845.0,97.0,134.0,99.0,1345.0,aug 2016,jan 2017,2445577,aug2016|jan2017
33132,148,3084260,Automatiseren (extra),412.0,606.0,24.0,51.0,25.0,412.0,aug 2016,jan 2017,9011633,aug2016|jan2017
33133,148,3084260,Rekenen,1126.0,2144.0,31.0,59.0,33.0,1159.0,aug 2016,jan 2017,9011633,aug2016|jan2017
33134,148,3084260,Spelling,3369.0,4051.0,283.0,432.0,289.0,3382.0,aug 2016,jan 2017,9011633,aug2016|jan2017
33135,148,3084260,Studievaardigheden,102.0,210.0,0.0,0.0,0.0,113.0,aug 2016,jan 2017,9011633,aug2016|jan2017
33136,148,3084260,Taal,1377.0,1732.0,113.0,175.0,113.0,1373.0,aug 2016,jan 2017,9011633,aug2016|jan2017
33137,148,3084260,Automatiseren (extra),346.0,558.0,17.0,32.0,19.0,348.0,aug 2016,jan 2017,4934302,aug2016|jan2017
33138,148,3084260,Rekenen,941.0,1333.0,23.0,59.0,27.0,980.0,aug 2016,jan 2017,4934302,aug2016|jan2017
33139,148,3084260,Spelling,3287.0,4220.0,168.0,249.0,179.0,3295.0,aug 2016,jan 2017,4934302,aug2016|jan2017
33140,148,3084260,Studievaardigheden,106.0,230.0,1.0,1.0,1.0,116.0,aug 2016,jan 2017,4934302,aug2016|jan2017
33141,148,3084260,Taal,1339.0,1899.0,105.0,184.0,108.0,1340.0,aug 2016,jan 2017,4934302,aug2016|jan2017
33142,148,3084260,Automatiseren (extra),446.0,504.0,27.0,44.0,29.0,448.0,aug 2016,jan 2017,3109770,aug2016|jan2017
33143,148,3084260,Rekenen,1495.0,1962.0,111.0,135.0,121.0,1534.0,aug 2016,jan 2017,3109770,aug2016|jan2017
33144,148,3084260,Spelling,3281.0,3624.0,215.0,297.0,266.0,3330.0,aug 2016,jan 2017,3109770,aug2016|jan2017
33145,148,3084260,Studievaardigheden,96.0,126.0,0.0,0.0,0.0,98.0,aug 2016,jan 2017,3109770,aug2016|jan2017
33146,148,3084260,Taal,1205.0,1317.0,94.0,123.0,105.0,1205.0,aug 2016,jan 2017,3109770,aug2016|jan2017
33147,148,3084260,Automatiseren (extra),424.0,470.0,29.0,35.0,30.0,424.0,aug 2016,jan 2017,8996380,aug2016|jan2017
33148,148,3084260,Rekenen,1294.0,1667.0,52.0,65.0,56.0,1335.0,aug 2016,jan 2017,8996380,aug2016|jan2017
33149,148,3084260,Spelling,3444.0,3790.0,216.0,270.0,232.0,3459.0,aug 2016,jan 2017,8996380,aug2016|jan2017
33150,148,3084260,Studievaardigheden,106.0,127.0,0.0,0.0,0.0,110.0,aug 2016,jan 2017,8996380,aug2016|jan2017
33151,148,3084260,Taal,1292.0,1407.0,100.0,122.0,106.0,1292.0,aug 2016,jan 2017,8996380,aug2016|jan2017
33152,148,3084260,Automatiseren (extra),376.0,475.0,12.0,27.0,16.0,381.0,aug 2016,jan 2017,5047328,aug2016|jan2017
33153,148,3084260,Rekenen,1049.0,1286.0,35.0,59.0,36.0,1078.0,aug 2016,jan 2017,5047328,aug2016|jan2017
